# night,n_img_proc,n_img_raw,size_img_proc,size_conf_proc,size_cat_proc,size_img_raw
20150626,42,108,3977263.12,1316182.50,251749.69,10841717.81
20150702,42,108,3935939.06,1316671.88,349675.31,10623346.88
20150708,49,144,3757575.94,1612375.31,419416.88,10609571.25
20150709,42,114,3581282.81,1355017.50,358650.00,9707234.06
20150710,42,108,4038539.06,1309733.44,262738.12,10920178.12
20150711,42,120,3155987.81,1397998.12,278125.31,8575042.50
20150716,28,84,2150173.12,914844.38,213420.94,6263201.25
20150718,21,54,1950049.69,658428.75,138403.12,5281152.19
20150719,21,60,1613269.69,696881.25,145968.75,4393327.50
20150720,49,137,4241753.44,1565834.06,333295.31,11992187.81
20150723,7,24,586622.81,216964.69,34860.94,2000475.00
20150726,7,24,464577.19,230045.62,102726.56,1561635.00
20150728,21,54,1981830.94,655081.88,107381.25,5401400.62
20150730,7,24,713401.88,211947.19,46659.38,2515961.25
20150731,42,108,3889018.12,1308993.75,308283.75,10568691.56
20150803,14,41,1432971.56,426577.50,274162.50,4294544.06
20150806,3,12,181063.12,82409.06,27284.06,860523.75
20150812,35,102,2906417.81,1100466.56,256539.38,8557717.50
20150813,21,60,1478714.06,704041.88,151841.25,4023095.62
20150814,7,24,463556.25,226552.50,42193.12,1560881.25
20150817,49,144,3573210.94,1624109.06,358298.44,10029757.50
20150819,10,33,627634.69,316856.25,106309.69,2119542.19
20150820,84,222,7368322.50,2654040.94,503749.69,20034087.19
20150822,42,114,3539967.19,1346914.69,283263.75,9631150.31
20150823,42,114,3537939.38,1349746.88,308145.94,9621750.94
20150824,42,108,3918884.06,1315099.69,326463.75,10631190.94
20150825,21,54,1914516.56,651650.62,163875.94,5193793.12
20150826,63,162,5833521.56,1964168.44,417642.19,15829917.19
20150827,63,161,5896684.69,1965701.25,370001.25,15940254.38
20150831,23,60,2072438.44,708865.31,158281.88,5821700.62
20150902,21,54,1896457.50,653228.44,159539.06,5166739.69
20150903,63,180,4598786.25,2090978.44,479891.25,12465900.00
20150904,42,120,3051112.50,1394240.62,352105.31,8263411.88
20150905,21,60,1574634.38,696417.19,153928.12,4214812.50
20150906,21,54,1912986.56,649040.62,88517.81,5192218.12
20150907,21,60,1494253.12,699620.62,186420.94,4045393.12
20150908,42,120,3089832.19,1392201.56,310989.38,8374843.12
20150909,91,252,6829087.50,3028539.38,617220.00,17888900.62
20150910,42,108,3900571.88,1298666.25,248217.19,10614751.88
20150911,21,54,1931813.44,653526.56,147566.25,5243506.88
20150912,21,60,1509533.44,697851.56,206505.00,4080684.38
20150913,63,168,5542894.69,2001197.81,420443.44,15123445.31
20150915,63,174,4991118.75,2049120.00,515736.56,13548667.50
20150916,21,60,1568415.94,695435.62,170066.25,4254750.00
20150920,21,54,1918037.81,652474.69,144697.50,5209298.44
20150922,63,168,5442238.12,1999414.69,443865.94,14808656.25
20150928,21,54,1910894.06,649139.06,157784.06,5213044.69
20150929,21,54,1969439.06,652890.94,156628.12,5364222.19
20151001,42,108,4055622.19,1317161.25,317913.75,11014374.38
20151002,21,54,2005633.12,651330.00,126151.88,5464822.50
20151003,21,54,2021866.88,656527.50,141198.75,5513554.69
20151005,21,54,1998424.69,654955.31,137410.31,5445978.75
20151012,21,60,1657077.19,694653.75,184713.75,4505315.62
20151013,21,54,1989419.06,649752.19,106093.12,5449342.50
20151014,42,114,3533956.88,1345547.81,340259.06,9602049.38
20151016,42,108,3898749.38,1303039.69,230965.31,10625180.62
20151020,58,150,5290295.62,1831215.94,313166.25,14210704.69
20151021,84,222,7598756.25,2649968.44,460845.00,20764929.38
20151022,42,108,4069417.50,1309727.81,206215.31,11149942.50
20151024,105,270,9808925.62,3250122.19,496814.06,26797964.06
20151025,42,108,4057101.56,1308124.69,226468.12,11096721.56
20151026,84,216,8069355.00,2613698.44,504469.69,22016013.75
20151028,42,108,4137390.00,1317251.25,280521.56,11282166.56
20151029,84,216,7954259.06,2603008.12,430101.56,21726101.25
20151030,63,162,6023061.56,1958501.25,350676.56,16450146.56
20151101,21,54,2021217.19,655754.06,113492.81,5507803.12
20151102,15,40,1161689.06,503111.25,65986.88,2960741.25
20151104,21,60,1598377.50,698934.38,162410.62,4343163.75
20151105,21,60,1599207.19,699730.31,173261.25,4324910.62
20151108,42,120,3201449.06,1393939.69,315090.00,8698055.62
20151109,21,60,1611658.12,695486.25,127653.75,4392225.00
20151113,42,120,3248485.31,1391101.88,305642.81,8879304.38
20151115,42,120,3222556.88,1392013.12,268785.00,8754603.75
20151116,42,120,3215340.00,1393242.19,271802.81,8732981.25
20151210,21,60,1614614.06,708404.06,172006.88,4379428.12
20151214,21,60,1590401.25,710564.06,170260.31,4300610.62
20151216,42,120,3233865.94,1416133.12,319457.81,8777683.12
20151219,42,120,3288029.06,1413849.38,283263.75,8970435.00
20151220,21,60,1573380.00,710108.44,210366.56,4267237.50
20151231,21,60,1635018.75,707208.75,152406.56,4448992.50
20160114,21,60,1630085.62,711447.19,136828.12,4429479.38
20160117,21,60,1635983.44,710400.94,149661.56,4450156.88
20160123,42,108,3842178.75,1341722.81,304470.00,10457268.75
20160124,42,108,4056913.12,1348371.56,302079.38,11057557.50
20160204,63,180,4800886.88,2141932.50,492674.06,13012200.00
20160209,21,60,1587237.19,714175.31,171765.00,4259047.50
20160210,42,120,3249914.06,1423538.44,309473.44,8836605.00
20160211,30,80,2352195.00,1021896.56,241987.50,5947576.88
20160214,21,60,1538378.44,714425.62,190485.00,4175443.12
20160216,42,114,3600810.00,1386379.69,272705.62,9800060.62
20160218,63,168,5528286.56,2065826.25,473416.88,15055773.75
20160219,84,216,7843471.88,2692940.62,560868.75,21384925.31
20160220,63,162,5921209.69,2018697.19,363661.88,16183245.94
20160221,14,36,1296312.19,455625.00,63776.25,3543868.12
20160225,42,108,3977406.56,1349299.69,344700.00,10829120.62
20160226,21,54,1988929.69,672789.38,136468.12,5430706.88
20160227,22,58,2054894.06,707883.75,134901.56,5817810.94
20160228,84,228,7030383.75,2774084.06,598379.06,19102193.44
20160229,84,240,6070291.88,2865180.94,718031.25,16438426.88
20160301,42,114,3550879.69,1380656.25,328871.25,9677581.88
20160302,42,120,3189192.19,1425071.25,419934.38,8640646.88
20160303,63,174,5265393.75,2091782.81,456167.81,14351622.19
20160304,63,180,4843721.25,2132997.19,527588.44,13169503.12
20160305,12,32,905450.62,388020.94,101072.81,2422108.12
20160306,42,114,3576636.56,1385780.62,299604.38,9724809.38
20160307,42,120,3103194.38,1428257.81,372543.75,8411461.88
20160308,84,234,6865981.88,2807249.06,620541.56,18667816.88
20160309,63,174,5192181.56,2093672.81,459430.31,14119571.25
20160310,56,156,4310786.25,1902557.81,389846.25,11399996.25
20160311,105,294,8508310.31,3516150.94,781838.44,23106501.56
20160312,84,240,6519085.31,2839786.88,646067.81,17693865.00
20160313,56,156,4611726.56,1857720.94,519713.44,12500265.94
20160314,91,264,7045531.88,3069135.00,769871.25,19547015.62
20160315,84,234,6672487.50,2809366.88,846511.88,18078750.00
20160316,84,228,7152499.69,2769342.19,652469.06,19462156.88
20160317,112,288,10637952.19,3571849.69,680166.56,29053485.00
20160318,126,324,12241049.06,4041042.19,779385.94,33455216.25
20160319,126,324,11722837.50,4034562.19,1051163.44,31989391.88
20160320,105,270,9919940.62,3366618.75,946248.75,26959156.88
20160321,72,190,6889629.38,2299629.38,609792.19,19298292.19
20160322,63,162,5858732.81,2018505.94,588459.38,15894891.56
20160327,42,108,3996945.00,1344141.56,236657.81,10936172.81
20160328,56,156,5331571.88,1788370.31,378660.94,15372042.19
20160329,105,294,8298334.69,3525930.00,946229.06,22495508.44
20160330,49,144,3826268.44,1648769.06,527855.62,10795758.75
20160331,7,24,489931.88,230892.19,59819.06,1648777.50
20160401,28,96,2191393.12,899367.19,263393.44,7453327.50
20160405,35,120,3604463.44,1086162.19,198953.44,12810363.75
20160406,14,48,951176.25,463016.25,133405.31,3201615.00
20160407,35,120,2448548.44,1150574.06,334001.25,8242458.75
20160408,56,168,4347199.69,1872855.00,532991.25,12537500.62
20160409,35,120,2364752.81,1160370.00,349883.44,7974123.75
20160410,28,96,2330533.12,897041.25,233007.19,7899468.75
20160411,18,62,1821555.00,543293.44,105271.88,6754983.75
20160412,7,18,691028.44,216874.69,37347.19,1891755.00
20160413,105,336,7957541.25,3473223.75,1033146.56,24824936.25
20160414,133,402,10298418.75,4418195.62,1280317.50,30219429.38
20160415,133,378,11194962.19,4350265.31,1269607.50,31919484.38
20160420,14,42,1411785.00,435313.12,95700.94,4424388.75
20160422,14,42,1429866.56,436986.56,89552.81,4466148.75
20160425,45,118,4168265.62,1421145.00,360787.50,11623418.44
20160427,28,84,2201535.00,933187.50,250790.62,6409243.12
20160428,77,264,6017003.44,2486494.69,753443.44,20350766.25
20160429,49,156,3811277.81,1606964.06,411913.12,11852668.12
20160430,91,258,8104092.19,2927075.62,702300.94,23309074.69
20160501,40,137,3395176.88,1246778.44,203504.06,11766093.75
20160502,70,222,6029325.00,2219819.06,492263.44,19099293.75
20160503,84,270,7333425.00,2679865.31,717817.50,23806029.38
20160506,72,245,5943507.19,2287198.12,559965.94,20316313.12
20160511,56,180,5188027.50,1766632.50,443683.12,16859953.12
20160512,35,96,3423510.00,1106451.56,262648.12,9717255.00
20160513,7,24,727675.31,218548.12,36430.31,2583528.75
20160514,42,114,4168389.38,1304406.56,233159.06,11948259.38
20160515,168,444,15412485.94,5416855.31,1229506.88,42138492.19
20160519,14,42,1430353.12,435465.00,79427.81,4488623.44
20160520,21,59,2136074.06,652519.69,128410.31,6286646.25
20160521,14,36,1397652.19,433251.56,106680.94,3794335.31
20160522,7,18,710741.25,215645.62,37842.19,1937933.44
20160523,7,18,706882.50,218376.56,41149.69,1923285.94
20160525,35,102,3497360.62,1084525.31,200685.94,10699723.12
20160527,17,60,1466445.94,523018.12,88478.44,5382427.50
20160528,28,90,2780147.81,874116.56,135607.50,9231044.06
20160530,63,216,5357933.44,1996911.56,338062.50,18206167.50
20160531,21,72,1471890.94,690015.94,137171.25,4972095.00
20160602,56,180,3909290.62,1864875.94,342804.38,12304636.88
20160603,49,168,3396467.81,1606758.75,410450.62,11489625.00
20160604,49,168,3706880.62,1585808.44,290702.81,12631545.00
20160607,7,24,580272.19,221478.75,35102.81,1979471.25
20160608,7,24,443300.62,233488.12,51924.38,1518120.00
20160610,28,96,1966213.12,919653.75,194563.12,6650921.25
20160611,7,24,592773.75,221934.38,78975.00,1946902.50
20160613,14,48,1187128.12,443095.31,62122.50,4068101.25
20160614,35,114,2747508.75,1121520.94,225255.94,8849084.06
20160616,7,24,500661.56,231935.62,63900.00,1671997.50
20160617,7,18,701603.44,217276.88,48630.94,1891468.12
20160618,7,18,629893.12,215755.31,55968.75,1682505.00
20160619,7,18,679708.12,215820.00,47441.25,1838953.12
20160621,21,54,1993888.12,647080.31,128972.81,5380197.19
20160622,21,54,1948885.31,646568.44,150035.62,5227807.50
20160626,7,18,677593.12,216714.38,41385.94,1833764.06
20160627,14,48,1183561.88,444684.38,83072.81,4033878.75
20160629,49,150,3811044.38,1616487.19,346252.50,11343425.62
20160630,63,204,4928537.81,2052933.75,374776.88,15723410.62
20160701,28,96,1975561.88,913941.56,207998.44,6664005.00
20160706,21,60,1625529.38,709737.19,72382.50,4411164.38
20160708,14,42,1226770.31,438204.38,94542.19,3706453.12
20160711,21,72,1655825.62,672707.81,148190.62,5607731.25
20160712,7,24,497084.06,227972.81,46040.62,1671221.25
20160714,7,18,664351.88,216652.50,41751.56,1806882.19
20160716,7,24,455537.81,233845.31,92157.19,1548798.75
20160717,7,18,656966.25,216014.06,37209.38,1776228.75
20160718,14,36,1355048.44,433901.25,99655.31,3647396.25
20160720,7,18,669872.81,216672.19,53265.94,1796183.44
20160723,54,163,3980081.25,1783783.12,461151.56,11711354.06
20160724,49,144,3813260.62,1676511.56,340801.88,10616962.50
20160725,74,217,5566525.31,2458830.94,412042.50,15822697.50
20160726,35,108,2532639.38,1168830.00,298504.69,7543636.88
20160727,14,48,1045330.31,455321.25,136988.44,3555686.25
20160728,28,96,2177603.44,898365.94,255765.94,7380045.00
20160731,14,48,1050156.56,451389.38,116175.94,3537708.75
20160801,7,24,438508.12,233893.12,97503.75,1505801.25
20160802,35,108,2551398.75,1166942.81,295005.94,7630762.50
20160803,7,24,452635.31,232962.19,72334.69,1540563.75
20160806,7,24,555212.81,222280.31,52205.62,1870875.00
20160808,28,84,2011657.50,944718.75,255892.50,5776464.38
20160810,7,24,574683.75,221239.69,44955.00,1953630.00
20160814,7,24,465786.56,231721.88,74379.38,1577407.50
20160815,7,24,495008.44,227750.62,53867.81,1661321.25
20160823,35,108,2434660.31,1176730.31,320242.50,7256829.38
20160824,35,120,2452320.00,1144732.50,346885.31,8299496.25
20160825,21,72,1768176.56,661739.06,125640.00,6033161.25
20160827,7,24,578376.56,222010.31,37153.12,1968390.00
20160828,7,24,493301.25,227328.75,41886.56,1663762.50
20160829,42,144,3225960.00,1340946.56,328750.31,10918046.25
20160901,7,24,497145.94,225970.31,53060.62,1674663.75
20160902,14,48,1089641.25,445103.44,108722.81,3687041.25
20160905,14,48,1183021.88,438426.56,88669.69,4043463.75
20160906,49,168,4013389.69,1547254.69,296280.00,13695502.50
20160924,28,96,1820579.06,927520.31,321775.31,6188928.75
20160925,7,24,462985.31,230529.38,74505.94,1572941.25
20160926,14,48,954174.38,458451.56,134040.94,3236433.75
20161004,35,108,3396926.25,1083695.62,187357.50,10820598.75
20161005,14,48,1007417.81,450750.94,77473.12,3397117.50
20161006,7,24,516895.31,225267.19,41394.38,1743513.75
20161009,7,24,490733.44,226802.81,61495.31,1651421.25
20161011,31,102,3142099.69,933679.69,178981.88,10994737.50
20161012,7,24,703982.81,212875.31,43337.81,2486317.50
20161014,7,18,704747.81,214942.50,48712.50,1912021.88
20161019,42,132,3491803.12,1331502.19,265404.38,10877377.50
20161020,14,48,1037050.31,450278.44,93794.06,3503846.25
20161021,7,24,508581.56,225137.81,39546.56,1719123.75
20161022,14,48,1034988.75,449212.50,85629.38,3498435.00
20161024,7,24,524955.94,225084.38,38261.25,1767003.75
20161102,7,18,709942.50,216506.25,37805.62,1943940.94
20161114,7,18,711523.12,216753.75,45728.44,1942574.06
20161229,14,48,957465.00,457208.44,109830.94,3253713.75
20161231,7,24,498788.44,226628.44,56725.31,1677071.25
20170106,14,42,1373700.94,426000.94,77028.75,4328448.75
20170108,14,48,922148.44,460811.25,142734.38,3141360.00
20170109,7,18,643550.62,212186.25,56978.44,1735315.31
20170113,7,18,634725.00,212518.12,58980.94,1702755.00
20170115,7,24,719870.62,212700.94,37369.69,2555516.25
20170125,7,24,722995.31,213792.19,37541.25,2571221.25
20170126,28,84,2386963.12,883245.94,203006.25,7130671.88
20170127,14,48,943928.44,461160.00,181830.94,3174896.25
20170128,21,66,1695071.25,667229.06,166221.56,5268240.00
20170130,7,24,493787.81,228003.75,56241.56,1671333.75
20170131,7,24,447300.00,232396.88,80294.06,1525128.75
20170705,7,24,503791.88,223216.88,53454.38,1681638.75
20170707,49,150,4996752.19,1483523.44,348561.56,16024843.12
20170709,14,36,1317974.06,421306.88,92390.62,3568446.56
20170711,7,24,716675.62,209483.44,28589.06,2560545.00
20170712,7,24,458786.25,227320.31,58415.62,1554997.50
20170713,14,48,930034.69,454654.69,161398.12,3134947.50
20170714,49,168,3702957.19,1566056.25,499305.94,12486442.50
20170715,21,72,1504113.75,667217.81,177364.69,5087700.00
20170716,7,24,587171.25,213918.75,43939.69,1998675.00
20170717,28,96,2072882.81,884669.06,190333.12,7014813.75
20170718,7,24,594984.38,214644.38,34520.62,2041661.25
20170719,70,240,5604013.12,2184868.12,610925.62,19106887.50
20170720,35,120,2437239.38,1123486.88,329475.94,8217753.75
20170724,14,48,923610.94,450129.38,119756.25,3128760.00
20170725,8,28,506131.88,261570.94,109802.81,1782843.75
20170726,21,72,1425040.31,679497.19,187650.00,4802771.25
20170727,9,32,628067.81,277965.00,70529.06,2258505.00
20170728,7,24,458586.56,228507.19,80063.44,1547786.25
20170803,4,13,219540.94,113385.94,24772.50,822012.19
20170809,14,42,1381744.69,421852.50,96752.81,4338725.62
20170813,14,42,1417258.12,423669.38,81140.62,4443471.56
20170814,7,24,526680.00,222201.56,36267.19,1775643.75
20170815,7,24,599565.94,215282.81,39802.50,2048490.00
20170816,7,24,721406.25,211244.06,36112.50,2563222.50
20170817,7,24,460352.81,228968.44,77037.19,1553377.50
20170819,7,24,444178.12,228228.75,64403.44,1516162.50
20170820,7,24,459925.31,227820.94,65798.44,1560071.25
20170823,7,24,504202.50,222977.81,46108.12,1693057.50
20170825,7,24,446996.25,229612.50,89431.88,1513395.00
20171018,7,24,604513.12,216135.00,58353.75,2058682.50
20171021,7,24,612492.19,215454.38,45295.31,2095706.25
20171215,7,24,574554.38,215606.25,46710.00,1943696.25
20171218,14,48,921546.56,453569.06,116190.00,3136050.00
20171220,14,48,1176904.69,430973.44,94418.44,4000972.50
20171221,14,48,933699.38,455571.56,160121.25,3157008.75
20171224,7,24,463393.12,226125.00,64057.50,1578690.00
20171226,14,48,928487.81,452106.56,149954.06,3154095.00
20180205,14,48,996390.00,451470.94,117300.94,3361612.50
20180213,7,24,466067.81,226136.25,73375.31,1586092.50
20180214,7,24,484067.81,225534.38,47511.56,1634715.00
